,externalfilenum,jobtypedescription,address,issuedate,inspectiontype,fulldeficiency,outcome,inspectioncompleteddate,disciplinetype,general_contractor,checklist,statusname,deficiencies,x_coord,y_coord,processid,point,:@computed_region_qeuu_piif,:@computed_region_xxr9_iwz2,deficiencyresolved,resolveddate,permitclosedate,permitholder
93,BP2022-01647,Single Construction Permit,2308 6 ST NE,2022-05-06T00:00:00.000,Final,All boxes and devices require approved cover plates[Rule 12-3024] AC JB on the exterior.,Acceptable with Conditions,2023-05-25T00:00:00.000,Electrical Deficiencies,KLEINHAUS DEVELOPMENTS,,COMP,False,-114.04814677384914,51.07261362391264,435921093,"{'type': 'Point', 'coordinates': [-114.048146773849, 51.072613623913]}",244,4,,,,
94,BP2022-01653,Commercial / Multi Family Project,85 HOMESTEAD BV NE,2022-02-25T00:00:00.000,Final,"9.27.3.8 Flashing is required between cladding elements , currently the basement windows are not flashed, and not correctly. Flashing should extend beyond the front surface of the item being flashed. Should be reviewed at next inspection",Acceptable Add Inspection,2023-05-24T00:00:00.000,Building Deficiencies,,Building Envelope Cladding,COMP,False,-113.91373572535355,51.114766698475975,421897271,"{'type': 'Point', 'coordinates': [-113.913735725354, 51.114766698476]}",144,5,1.0,2023-06-02T00:00:00.000,,
95,BP2022-01653,Commercial / Multi Family Project,85 HOMESTEAD BV NE,2022-02-25T00:00:00.000,Final,9.8.7.4. Handrail to be 865 mm to 965 mm above the nosing In unit 85 the handrail on the main floor does not extend to the front of the nosing.,Acceptable Add Inspection,2023-05-24T00:00:00.000,Building Deficiencies,,Guards & Handrails,COMP,False,-113.91373572535355,51.114766698475975,421897271,"{'type': 'Point', 'coordinates': [-113.913735725354, 51.114766698476]}",144,5,,,,
96,BP2022-01653,Commercial / Multi Family Project,85 HOMESTEAD BV NE,2022-02-25T00:00:00.000,Final,"Advisory Note: The issuance of this permit does not approve the space for useas a secondary suite. Notwithstanding compliance of Land Use Bylaws, a newor revised Building Permit application is required for a proposed secondary suitewith sufficient information showing the proposed work in conformance withNational Building Code - 2019 Alberta Edition and all other relevant regulations.(do not remove this deficiency)",Acceptable Add Inspection,2023-05-24T00:00:00.000,Building Deficiencies,,All Secondary Suite's and RVI's,COMP,False,-113.91373572535355,51.114766698475975,421897271,"{'type': 'Point', 'coordinates': [-113.913735725354, 51.114766698476]}",144,5,,,,
97,BP2022-01653,Commercial / Multi Family Project,85 HOMESTEAD BV NE,2022-02-25T00:00:00.000,Final,"Provide verification sticker(job site label) for the foam plastic insulation, and thermal barrier. The licensed spray foam contractor is to provide a Job Site Label or declaration form and be posted in a prominent location such as the return air plenum/ electrical panel.",Acceptable Add Inspection,2023-05-24T00:00:00.000,Building Deficiencies,,Thermal Barrier,COMP,False,-113.91373572535355,51.114766698475975,421897271,"{'type': 'Point', 'coordinates': [-113.913735725354, 51.114766698476]}",144,5,,,,
98,BP2022-01653,Commercial / Multi Family Project,85 HOMESTEAD BV NE,2022-02-25T00:00:00.000,Final,"Soffits < 1.2 M from P.L. MUST be non vented  , builder to review all soffits, as some of them are under the four foot minimum requirement",Acceptable Add Inspection,2023-05-24T00:00:00.000,Building Deficiencies,,HIRF,COMP,False,-113.91373572535355,51.114766698475975,421897271,"{'type': 'Point', 'coordinates': [-113.913735725354, 51.114766698476]}",144,5,,,,
99,BP2022-01653,Commercial / Multi Family Project,85 HOMESTEAD BV NE,2022-02-25T00:00:00.000,Final,9.25.3.6. Seal slab at junction of walls and penetrations Slab penetrations are required to be sealed to prevent the ingress of radon,Acceptable with Conditions,2023-06-02T00:00:00.000,Building Deficiencies,,Basement,COMP,False,-113.91373572535355,51.114766698475975,436707892,"{'type': 'Point', 'coordinates': [-113.913735725354, 51.114766698476]}",144,5,,,,
100,BP2019-16712,Single Construction Permit,3912 202 AV SE,2019-12-19T00:00:00.000,Final,Smoke alarm in basement has the battery sticking out of the alarm. Ensure that the battery is good and if not replace it. Revised energuide has been uploaded to the file. Blower door test not required as the ACH on the hot 2000 sheet indicates a 2.50.,Acceptable with Conditions,2023-06-21T00:00:00.000,Building Deficiencies,BROOKFIELD RESIDENTIAL (ALBERTA),Directives,COMP,False,-113.94759885711001,50.86753085588761,441632175,"{'type': 'Point', 'coordinates': [-113.94759885711, 50.867530855888]}",145,12,,,,
101,BP2019-16712,Single Construction Permit,3912 202 AV SE,2019-12-19T00:00:00.000,Final,"Cover plates marked ¿Wet Location Only When Cover Closed¿, shall be permitted for receptacles installed facing downward at an angle of 45° or less from the horizontal. (26-708)(3)(see Appendix B)- Wet location cover plate required on front soffit receptacle.",Acceptable with Conditions,2023-06-21T00:00:00.000,Electrical Deficiencies,BROOKFIELD RESIDENTIAL (ALBERTA),,COMP,False,-113.94759885711001,50.86753085588761,441632176,"{'type': 'Point', 'coordinates': [-113.94759885711, 50.867530855888]}",145,12,,,,
102,BP2019-16712,Single Construction Permit,3912 202 AV SE,2019-12-19T00:00:00.000,Final,Switches located between 1m and not less than 500 mm from a bathtub or shower stall shall be protected by a ground fault circuit interrupter of the Class A type. (30-320)(3)- Switches in ensuite of back bedroom require GFCI protection.,Acceptable with Conditions,2023-06-21T00:00:00.000,Electrical Deficiencies,BROOKFIELD RESIDENTIAL (ALBERTA),,COMP,False,-113.94759885711001,50.86753085588761,441632176,"{'type': 'Point', 'coordinates': [-113.94759885711, 50.867530855888]}",145,12,,,,
103,BP2021-21121,Single Construction Permit,207 MAGNOLIA TC SE,2021-12-24T00:00:00.000,Final,Seal around services passing through return air - See return air in mechanical room.,Acceptable with Conditions,2023-04-25T00:00:00.000,Building Deficiencies,HOPEWELL RESIDENTIAL MANAGEMENT,HVAC Return air,COMP,False,-113.91665613689995,50.88853146707199,431112000,"{'type': 'Point', 'coordinates': [-113.9166561369, 50.888531467072]}",209,12,,,2023-04-25T00:00:00.000,
104,BP2021-21180,Commercial / Multi Family Project,#8 3850 19 ST NE,2022-01-15T00:00:00.000,Final,Correct and RECALL inspection.,Not Acceptable,2023-05-10T00:00:00.000,Building Deficiencies,,Directives,COMP,False,-114.0106332655721,51.08726527264121,372475740,"{'type': 'Point', 'coordinates': [-114.010633265572, 51.087265272641]}",234,10,1.0,2023-05-11T00:00:00.000,,N\A
105,BP2022-15284,Residential Improvement Project,121 MACEWAN PARK CL NW,2022-09-09T00:00:00.000,Framing,9.27.2.2(4) Ext. clad req's 1st and 2nd plane of protection - Required at cantilever soffit,Acceptable  - Close Permit,2023-05-15T00:00:00.000,Building Deficiencies,"DUECK, RUSS",Building Envelope Cladding,COMP,False,-114.11903783724685,51.13697817531578,392150852,"{'type': 'Point', 'coordinates': [-114.119037837247, 51.136978175316]}",69,3,,,2023-05-15T00:00:00.000,
106,BP2022-15284,Residential Improvement Project,121 MACEWAN PARK CL NW,2022-09-09T00:00:00.000,Framing,"Deck Inspection Observations were: Structure in place, footprint appears as per plans. 3-ply beam screwed and bolted together. Ledger installed. Joist hangers, saddles, guards installed. Posts on concrete columns. Deficiency noted.",Acceptable  - Close Permit,2023-05-15T00:00:00.000,Building Deficiencies,"DUECK, RUSS",General Inspection Observations,COMP,False,-114.11903783724685,51.13697817531578,392150852,"{'type': 'Point', 'coordinates': [-114.119037837247, 51.136978175316]}",69,3,,,2023-05-15T00:00:00.000,
107,BP2022-01898,Single Construction Permit,16 CORNER MEADOWS RO NE,2022-02-23T00:00:00.000,Final,Correct and RECALL inspection.,Not Acceptable,2023-06-12T00:00:00.000,Building Deficiencies,STEALTH HOMES,Directives,COMP,False,-113.92833609861327,51.147617304084676,439366702,"{'type': 'Point', 'coordinates': [-113.928336098613, 51.147617304085]}",204,5,1.0,2023-06-16T00:00:00.000,,
108,BP2022-02088,Single Construction Permit,155 ARBOUR LAKE RI NW,2022-03-14T00:00:00.000,Final,9.23.9     Joist hangers to be nailed properly - Joist hangers to be reviewed and missing nails added.,Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOPEWELL  ARBOUR LAKE,Deck Inspection,COMP,False,-114.2132742995864,51.13045274453502,435945692,"{'type': 'Point', 'coordinates': [-114.213274299586, 51.130452744535]}",37,2,,,,
109,BP2022-02088,Single Construction Permit,155 ARBOUR LAKE RI NW,2022-03-14T00:00:00.000,Final,"Contractor to complete items, then may continue - Ensure all noted infractions are remedied.",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOPEWELL  ARBOUR LAKE,Directives,COMP,False,-114.2132742995864,51.13045274453502,435945692,"{'type': 'Point', 'coordinates': [-114.213274299586, 51.130452744535]}",37,2,,,,
110,BP2022-02088,Single Construction Permit,155 ARBOUR LAKE RI NW,2022-03-14T00:00:00.000,Final,"- Deck posts to be anchored to piles. - 9.23.6.2. Anchorage of Columns and Posts1) Except as provided in Sentences (2) and (3), exterior columns and posts shall beanchored to resist uplift and lateral movement.2) Except as provided in Sentence (3), where columns or posts support balconies,decks, verandas or other exterior platforms, and the distance from finished groundto the underside of the joists is not more than 600 mm,a) the columns or posts shall be anchored to the foundation to resist uplift andlateral movement, orb) the supported joists or beams shall be directly anchored to the ground toresist uplift",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOPEWELL  ARBOUR LAKE,Deck Inspection,COMP,False,-114.2132742995864,51.13045274453502,435945692,"{'type': 'Point', 'coordinates': [-114.213274299586, 51.130452744535]}",37,2,,,,
111,BP2022-02088,Single Construction Permit,155 ARBOUR LAKE RI NW,2022-03-14T00:00:00.000,Final,"Field Level Hazard Assessment: - Weather was warm and sunny, No hazards were observed. Hard Hat, Boots and Vest were worn.",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOPEWELL  ARBOUR LAKE,Field Level Hazard Assessment (FLHA),COMP,False,-114.2132742995864,51.13045274453502,435945692,"{'type': 'Point', 'coordinates': [-114.213274299586, 51.130452744535]}",37,2,,,,
112,BP2022-02088,Single Construction Permit,155 ARBOUR LAKE RI NW,2022-03-14T00:00:00.000,Final,"Interior - Bathtub currently 370 to top of ceramic tile. - Waterproof Wall Finish9.29.2.1. Where Required1) Waterproof finish shall be provided to a height of not less thana) 1.8 m above the floor in shower stalls,b) 1.2 m above the rims of bathtubs equipped with showers, andc) 400 mm above the rims of bathtubs not equipped with showers.- 9.29.2.2. Materials1) Waterproof finish shall consist of ceramic, plastic or metal tile, sheet vinyl,tempered hardboard, laminated thermosetting decorative sheets or linoleum.",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOPEWELL  ARBOUR LAKE,Interior,COMP,False,-114.2132742995864,51.13045274453502,435945692,"{'type': 'Point', 'coordinates': [-114.213274299586, 51.130452744535]}",37,2,,,,
113,BP2022-02088,Single Construction Permit,155 ARBOUR LAKE RI NW,2022-03-14T00:00:00.000,Final,"Pre-Possession Inspection Observations were:  - 3 bed up, furnace interlocked, basement developed, 1 office in the basement not to be used as a bedroom as there is no window or smoke detector. walk out basement, rear decks built with mid span blocking.",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,HOPEWELL  ARBOUR LAKE,General Inspection Observations,COMP,False,-114.2132742995864,51.13045274453502,435945692,"{'type': 'Point', 'coordinates': [-114.213274299586, 51.130452744535]}",37,2,,,,
114,BP2022-15290,Single Construction Permit,81 MALLARD GV SE,2022-09-20T00:00:00.000,Final,9.13.4.3(3) Radon rough-in to be capped and labelled,Acceptable with Conditions,2023-05-26T00:00:00.000,Building Deficiencies,HOMES BY AVI (CALGARY),Radon,COMP,False,-113.92521479892133,50.87152820330917,436841333,"{'type': 'Point', 'coordinates': [-113.925214798921, 50.871528203309]}",210,12,,,,
115,BP2022-15290,Single Construction Permit,81 MALLARD GV SE,2022-09-20T00:00:00.000,Final,"9.14.6 Site grading, slope drainage away from the building",Acceptable with Conditions,2023-05-26T00:00:00.000,Building Deficiencies,HOMES BY AVI (CALGARY),SCP Pre-Possession (All),COMP,False,-113.92521479892133,50.87152820330917,436841333,"{'type': 'Point', 'coordinates': [-113.925214798921, 50.871528203309]}",210,12,,,,
116,BP2022-01125,Single Construction Permit,446 CORNER MEADOWS WY NE,2022-03-11T00:00:00.000,Final,Label 2P 20A breaker lower right corner of the panel.,Not Acceptable,2023-04-25T00:00:00.000,Electrical Deficiencies,STEALTH HOMES,,COMP,False,-113.92577430180135,51.147483622680525,430630769,"{'type': 'Point', 'coordinates': [-113.925774301801, 51.147483622681]}",204,5,1.0,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,
117,BP2022-02253,Single Construction Permit,79 CORNER MEADOWS RO NE,2022-03-11T00:00:00.000,Final,9.27.3.8 Flashing is required between cladding elements Flashing is required above and below all of the horizontal batons that run on the front of the house,Acceptable with Conditions,2023-06-05T00:00:00.000,Building Deficiencies,STEALTH HOMES,Building Envelope Cladding,COMP,False,-113.92745909727795,51.14825328832801,438027605,"{'type': 'Point', 'coordinates': [-113.927459097278, 51.148253288328]}",204,5,,,,
118,BP2022-02253,Single Construction Permit,79 CORNER MEADOWS RO NE,2022-03-11T00:00:00.000,Final,"Field Level Hazard Assessment: Weather was nice and sunny, Guards, Handrails and Fencing were in place. No hazards were observed. Hard Hat, Boots and Vest were worn. Safe access was provided",Acceptable with Conditions,2023-06-05T00:00:00.000,Building Deficiencies,STEALTH HOMES,Field Level Hazard Assessment (FLHA),COMP,False,-113.92745909727795,51.14825328832801,438027605,"{'type': 'Point', 'coordinates': [-113.927459097278, 51.148253288328]}",204,5,,,,
119,BP2022-02253,Single Construction Permit,79 CORNER MEADOWS RO NE,2022-03-11T00:00:00.000,Final,"Pre-Possession Inspection Observations were:  Appliances were not installed, driveway was poured, smoke and co2 devices were in correct locations at time of inspection, furnace and HRV were working properly at time of inspection",Acceptable with Conditions,2023-06-05T00:00:00.000,Building Deficiencies,STEALTH HOMES,General Inspection Observations,COMP,False,-113.92745909727795,51.14825328832801,438027605,"{'type': 'Point', 'coordinates': [-113.927459097278, 51.148253288328]}",204,5,,,,
120,BP2022-01288,Single Construction Permit,191B MAGNOLIA TC SE,2022-02-12T00:00:00.000,Final,Correct and RECALL inspection.,Not Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,HOPEWELL RESIDENTIAL MANAGEMENT,Directives,COMP,False,-113.91589525807287,50.88845599892507,430383468,"{'type': 'Point', 'coordinates': [-113.915895258073, 50.888455998925]}",209,12,1.0,2023-04-24T00:00:00.000,2023-04-24T00:00:00.000,
121,BP2022-02568,Residential Improvement Project,155B REDSTONE HT NE,2022-04-26T00:00:00.000,Final,9.10.9.14 Smoke tight barrier of 12.7 gypsum is required -gaps in ceiling of electrical panel to be filled with mineral wool insulation,Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,"ABABE, DAWIT",All Secondary Suite's and RVI's,COMP,False,-113.96798645689599,51.17312563895705,434380005,"{'type': 'Point', 'coordinates': [-113.967986456896, 51.173125638957]}",174,5,,,,
122,BP2022-02568,Residential Improvement Project,155B REDSTONE HT NE,2022-04-26T00:00:00.000,Final,"Field Level Hazard Assessment: -sunny, +16 outside temp-hard hat, steel toes and high vis worn-no unsafe site conditions",Acceptable with Conditions,2023-05-25T00:00:00.000,Building Deficiencies,"ABABE, DAWIT",Field Level Hazard Assessment (FLHA),COMP,False,-113.96798645689599,51.17312563895705,434380005,"{'type': 'Point', 'coordinates': [-113.967986456896, 51.173125638957]}",174,5,,,,
123,BP2022-01943,Commercial / Multi Family Project,#120 2424 4 ST SW,2022-05-09T00:00:00.000,Final,"Complaint Observations were: All required documentation received, project is substantially complete, no further building inspections are required.",Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,,General Inspection Observations,COMP,False,-114.07105236770714,51.03085201545487,399224182,"{'type': 'Point', 'coordinates': [-114.071052367707, 51.030852015455]}",95,8,,,2023-04-20T00:00:00.000,N\A
124,BP2022-01943,Commercial / Multi Family Project,#120 2424 4 ST SW,2022-05-09T00:00:00.000,Final,"Field Level Hazard Assessment: No safety issues as this process was just for outstanding documentation which has been received via email, no site inspection performed.",Acceptable,2023-04-20T00:00:00.000,Building Deficiencies,,Field Level Hazard Assessment (FLHA),COMP,False,-114.07105236770714,51.03085201545487,399224182,"{'type': 'Point', 'coordinates': [-114.071052367707, 51.030852015455]}",95,8,,,2023-04-20T00:00:00.000,N\A
125,BP2022-02031,Residential Improvement Project,1329 16 ST NW,2022-04-13T00:00:00.000,Final,9.8.8.1. Guard is required where the difference is > 600 mm Temporary guard and handrail at exterior front entry stair at thus time. Complete with code compliant requirements.,Acceptable,2023-04-26T00:00:00.000,Building Deficiencies,,Guards & Handrails,COMP,False,-114.09811002243427,51.06340070390957,404891111,"{'type': 'Point', 'coordinates': [-114.098110022434, 51.06340070391]}",107,7,,,2023-04-26T00:00:00.000,
126,BP2022-03397,Single Construction Permit,2320 WESTMOUNT RD NW,2022-04-11T00:00:00.000,Final,Pre-Possession Inspection Observations were:  P. Eng Review received and forwarded to City file. No further building inspections required.,Acceptable,2023-06-19T00:00:00.000,Building Deficiencies,APAAR HOMES,General Inspection Observations,COMP,False,-114.11398284279073,51.0522296165703,441318088,"{'type': 'Point', 'coordinates': [-114.113982842791, 51.05222961657]}",113,7,,,,
127,BP2022-03398,Single Construction Permit,2322 WESTMOUNT RD NW,2022-04-11T00:00:00.000,Final,2.3.1 Document has not been provided. - P. Eng. review as previously requested,Not Acceptable,2023-06-16T00:00:00.000,Building Deficiencies,APAAR HOMES,Documents Residential,COMP,False,-114.1141120917415,51.05222889713802,440283302,"{'type': 'Point', 'coordinates': [-114.114112091741, 51.052228897138]}",113,7,1.0,2023-06-19T00:00:00.000,,
128,BP2022-03398,Single Construction Permit,2322 WESTMOUNT RD NW,2022-04-11T00:00:00.000,Final,"Contractor to complete items, then may continue",Not Acceptable,2023-06-16T00:00:00.000,Building Deficiencies,APAAR HOMES,Directives,COMP,False,-114.1141120917415,51.05222889713802,440283302,"{'type': 'Point', 'coordinates': [-114.114112091741, 51.052228897138]}",113,7,1.0,2023-06-19T00:00:00.000,,
129,BP2022-03398,Single Construction Permit,2322 WESTMOUNT RD NW,2022-04-11T00:00:00.000,Final,Correct and RECALL inspection.,Not Acceptable,2023-06-16T00:00:00.000,Building Deficiencies,APAAR HOMES,Directives,COMP,False,-114.1141120917415,51.05222889713802,440283302,"{'type': 'Point', 'coordinates': [-114.114112091741, 51.052228897138]}",113,7,1.0,2023-06-19T00:00:00.000,,
130,BP2022-15365,Single Construction Permit,1818 RANGEVIEW DR SE,2022-10-11T00:00:00.000,Final,"Field Level Hazard Assessment: Conditions were cloudy and cool. No unsafe conditions. Hard hat, Safety boots and vest worn.",Acceptable with Conditions,2023-05-24T00:00:00.000,Building Deficiencies,HOMES BY AVI (CALGARY),Field Level Hazard Assessment (FLHA),COMP,False,-113.91482163935117,50.883464288839825,436391511,"{'type': 'Point', 'coordinates': [-113.914821639351, 50.88346428884]}",210,12,,,,
131,BP2022-15365,Single Construction Permit,1818 RANGEVIEW DR SE,2022-10-11T00:00:00.000,Final,"Pre-Possession Inspection Observations were:  3 bedroom house, basement is undeveloped. Side entry included in build. Site not graded.",Acceptable with Conditions,2023-05-24T00:00:00.000,Building Deficiencies,HOMES BY AVI (CALGARY),General Inspection Observations,COMP,False,-113.91482163935117,50.883464288839825,436391511,"{'type': 'Point', 'coordinates': [-113.914821639351, 50.88346428884]}",210,12,,,,
132,BP2022-02255,Single Construction Permit,87 RED SKY CR NE,2022-02-28T00:00:00.000,Final,"Field Level Hazard Assessment:  Conditions were cloudy and muddy. Handrails, Guards and Fencing were in place. No unsafe conditions identified. Hard hat, Safety boots and vest worn.",Acceptable,2023-04-19T00:00:00.000,Building Deficiencies,BROADVIEW HOMES,Field Level Hazard Assessment (FLHA),COMP,False,-113.95697221067114,51.174409488823905,429513411,"{'type': 'Point', 'coordinates': [-113.956972210671, 51.174409488824]}",174,5,,,2023-04-26T00:00:00.000,
133,BP2022-02255,Single Construction Permit,87 RED SKY CR NE,2022-02-28T00:00:00.000,Final,Pre-Possession Inspection Observations were:   Building is fully cladded. Eavestrough & downspout in place. Rear & side door disabled. No appliances installed.,Acceptable,2023-04-19T00:00:00.000,Building Deficiencies,BROADVIEW HOMES,General Inspection Observations,COMP,False,-113.95697221067114,51.174409488823905,429513411,"{'type': 'Point', 'coordinates': [-113.956972210671, 51.174409488824]}",174,5,,,2023-04-26T00:00:00.000,
134,BP2022-02255,Single Construction Permit,87 RED SKY CR NE,2022-02-28T00:00:00.000,Final,Add grade receptacle.,Not Acceptable,2023-04-19T00:00:00.000,Electrical Deficiencies,BROADVIEW HOMES,,COMP,False,-113.95697221067114,51.174409488823905,429513412,"{'type': 'Point', 'coordinates': [-113.956972210671, 51.174409488824]}",174,5,1.0,2023-04-25T00:00:00.000,2023-04-26T00:00:00.000,
135,BP2022-02255,Single Construction Permit,87 RED SKY CR NE,2022-02-28T00:00:00.000,Final,All 5-15R and 5-20R receptacles within 1.5 meters of a sink are required to be GFCI protected [Rule 26-704 - (2018)]-Island receptacle.,Not Acceptable,2023-04-19T00:00:00.000,Electrical Deficiencies,BROADVIEW HOMES,,COMP,False,-113.95697221067114,51.174409488823905,429513412,"{'type': 'Point', 'coordinates': [-113.956972210671, 51.174409488824]}",174,5,1.0,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,
136,BP2022-02255,Single Construction Permit,87 RED SKY CR NE,2022-02-28T00:00:00.000,Final,The NMD cable requires 25mm separation between heating ducts and piping [Rule 12-506(4)]-Basement.,Not Acceptable,2023-04-19T00:00:00.000,Electrical Deficiencies,BROADVIEW HOMES,,COMP,False,-113.95697221067114,51.174409488823905,429513412,"{'type': 'Point', 'coordinates': [-113.956972210671, 51.174409488824]}",174,5,1.0,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,
137,BP2020-00172,Residential Improvement Project,135R SAGE VALLEY PA NW,2020-11-19T00:00:00.000,Final,No Infractions Noted - No Further BLDG. Inspections Required,Acceptable with Conditions,2023-06-26T00:00:00.000,Building Deficiencies,,All Secondary Suite's and RVI's,COMP,False,-114.14782076959882,51.179460745400995,384642143,"{'type': 'Point', 'coordinates': [-114.147820769599, 51.179460745401]}",129,2,,,,
138,BP2020-00172,Residential Improvement Project,135R SAGE VALLEY PA NW,2020-11-19T00:00:00.000,Final,Secondary Suite Inspection Observations were: -previous deficiencies have been resolved,Acceptable with Conditions,2023-06-26T00:00:00.000,Building Deficiencies,,General Inspection Observations,COMP,False,-114.14782076959882,51.179460745400995,384642143,"{'type': 'Point', 'coordinates': [-114.147820769599, 51.179460745401]}",129,2,,,,
139,BP2020-00872,Residential Improvement Project,130B MARTINDALE DR NE,2020-01-24T00:00:00.000,Framing,Secondary Suite Inspection Observations were: -previous deficiencies have been completed,Acceptable,2023-06-22T00:00:00.000,Building Deficiencies,VIJAY B CONSULTANTS,General Inspection Observations,COMP,False,-113.95242702099596,51.11461586076982,374362612,"{'type': 'Point', 'coordinates': [-113.952427020996, 51.11461586077]}",21,5,1.0,2023-06-22T00:00:00.000,,
140,BP2022-03398,Single Construction Permit,2322 WESTMOUNT RD NW,2022-04-11T00:00:00.000,Final,Field Level Hazard Assessment: No unsafe conditions identified.,Acceptable,2023-06-19T00:00:00.000,Building Deficiencies,APAAR HOMES,Field Level Hazard Assessment (FLHA),COMP,False,-114.1141120917415,51.05222889713802,441317365,"{'type': 'Point', 'coordinates': [-114.114112091741, 51.052228897138]}",113,7,,,,
141,BP2022-02299,Residential Improvement Project,63 WHITERAM CO NE,2022-02-18T00:00:00.000,Framing,No further building inspection required.,Acceptable  - Close Permit,2023-04-21T00:00:00.000,Building Deficiencies,FIRST GENERAL SERVICES,Directives,COMP,False,-113.97711223434206,51.08937411863434,356947757,"{'type': 'Point', 'coordinates': [-113.977112234342, 51.089374118634]}",280,10,,,2023-04-21T00:00:00.000,
142,BP2022-02287,Single Construction Permit,127 ARBOUR LAKE HT NW,2022-03-14T00:00:00.000,Final,"Contractor to complete items, then may continue",Acceptable with Conditions,2023-05-02T00:00:00.000,Building Deficiencies,HOPEWELL  ARBOUR LAKE,Directives,COMP,False,-114.21173017505228,51.13189388810981,432382201,"{'type': 'Point', 'coordinates': [-114.211730175052, 51.13189388811]}",37,2,,,2023-05-02T00:00:00.000,
143,BP2022-02287,Single Construction Permit,127 ARBOUR LAKE HT NW,2022-03-14T00:00:00.000,Final,"Field Level Hazard Assessment: +24 Sunny, PPE worn, Site safe to enter.",Acceptable with Conditions,2023-05-02T00:00:00.000,Building Deficiencies,HOPEWELL  ARBOUR LAKE,Field Level Hazard Assessment (FLHA),COMP,False,-114.21173017505228,51.13189388810981,432382201,"{'type': 'Point', 'coordinates': [-114.211730175052, 51.13189388811]}",37,2,,,2023-05-02T00:00:00.000,
144,BP2022-15389,Residential Improvement Project,20B WALGROVE RI SE,2022-10-06T00:00:00.000,Framing,9.10.9.3 Doors in smoke barrier to have self closing device . Self close hinges in place but require adjustment.,Acceptable with Conditions,2023-05-10T00:00:00.000,Building Deficiencies,KINGSTREET CHINOOK PROPERTIES,All Secondary Suite's and RVI's,COMP,False,-114.01725599308499,50.86465096459689,396819166,"{'type': 'Point', 'coordinates': [-114.017255993085, 50.864650964597]}",23,14,,,2023-05-10T00:00:00.000,
145,BP2022-15389,Residential Improvement Project,20B WALGROVE RI SE,2022-10-06T00:00:00.000,Framing,9.11.1. Protection from Airborne Noise . Walls facing suites from common spaces.,Acceptable with Conditions,2023-05-10T00:00:00.000,Building Deficiencies,KINGSTREET CHINOOK PROPERTIES,All Secondary Suite's and RVI's,COMP,False,-114.01725599308499,50.86465096459689,396819166,"{'type': 'Point', 'coordinates': [-114.017255993085, 50.864650964597]}",23,14,,,2023-05-10T00:00:00.000,
146,BP2022-15389,Residential Improvement Project,20B WALGROVE RI SE,2022-10-06T00:00:00.000,Framing,Call 311 to complete your suite registry. Ensure all open trades permits and inspections are completed including DCP.,Acceptable with Conditions,2023-05-10T00:00:00.000,Building Deficiencies,KINGSTREET CHINOOK PROPERTIES,All Secondary Suite's and RVI's,COMP,False,-114.01725599308499,50.86465096459689,396819166,"{'type': 'Point', 'coordinates': [-114.017255993085, 50.864650964597]}",23,14,,,2023-05-10T00:00:00.000,
147,BP2020-00872,Residential Improvement Project,130B MARTINDALE DR NE,2020-01-24T00:00:00.000,Final,No Infractions Noted - No Further BLDG. Inspections Required,Acceptable,2023-06-22T00:00:00.000,Building Deficiencies,VIJAY B CONSULTANTS,All Secondary Suite's and RVI's,COMP,False,-113.95242702099596,51.11461586076982,442323461,"{'type': 'Point', 'coordinates': [-113.952427020996, 51.11461586077]}",21,5,,,,
148,BP2020-01052,Residential Improvement Project,42R CITYSCAPE HE NE,2020-05-26T00:00:00.000,Framing,9.10.17.10. Protection of Foamed Plastics - spray foam is not an approved method of sealing penetrations in a smoke tight barrier. Remove spray foam and cover with thermal barrier,Not Acceptable,2023-06-20T00:00:00.000,Building Deficiencies,,Thermal Barrier,COMP,False,-113.96262416875489,51.15336580848913,296970425,"{'type': 'Point', 'coordinates': [-113.962624168755, 51.153365808489]}",15,5,1.0,2023-06-30T00:00:00.000,,
149,BP2020-01052,Residential Improvement Project,42R CITYSCAPE HE NE,2020-05-26T00:00:00.000,Framing,9.10.9.14 Smoke tight barrier of 12.7 gypsum is required - sections of drywall missing in mechanical room. All drywall joints & penetrations through smoke tight barrier must be sealed with mud & tape or flexible sealant,Not Acceptable,2023-06-20T00:00:00.000,Building Deficiencies,,All Secondary Suite's and RVI's,COMP,False,-113.96262416875489,51.15336580848913,296970425,"{'type': 'Point', 'coordinates': [-113.962624168755, 51.153365808489]}",15,5,1.0,2023-06-30T00:00:00.000,,
